sentence	question	label
S0: Human beings do not have the necessary enzymes to break down cellulose to glucose. So, cellulose is created by the polymerization of glucose.	Is S0 true or false?	1
S0: Periodic properties, group trends, chemical bondings, structures of ionic and metallic solids. So, the metallic bond is responsible for the properties of metals.	Is S0 true or false?	1
S0: of mirror surface. So, when the water vapor from a hot shower contacts the cooler surface of a mirror, the result is that foggy mirror.	Is S0 true or false?	1
S0: In the human organism, DNA is organized into 23 pairs of chromosomes. So, humans typically have 23 pairs pairs of chromosomes.	Is S0 true or false?	0
S0: mineral Any naturally formed crystalline solid with a definite chemical composition and a characteristic crystal structure. So, a mineral is described as a solid natural material with a crystal structure.	Is S0 true or false?	0
S0: 3.0 Understand that chemical reactions can be classified according to atom rearrangement, the type of substances reacting, and energy transfer. So, energy is stored in a chemical substance between atoms.	Is S0 true or false?	1
S0: astronomy gravity lasers sun forces MAGNETIC FIELDS ARE EVERYWHERE. So, gravity and magnetism are both common forces.	Is S0 true or false?	1
S0: A amphibian reproduces sexually. So, vertebrates reproduce sexually.	Is S0 true or false?	1
S0: If you can engineer a very strong gravitational field, time also slows down, so to speak. So, strong gravitational fields are capable of altering the rate of time passing.	Is S0 true or false?	0
S0: CLASSIFY AIR POLLUTANTS 2. So, ash that enters the air naturally as a result of a volcano eruption is classified as a primary pollutant.	Is S0 true or false?	1
S0: Biochemical Reaction Networks and Cell Signaling IV. So, biochemical reactions take place inside the organisms' cells.	Is S0 true or false?	1
S0: The idea was that the plague came from "venemous atoms" which infected salubrious air making it "miasmatic". So, air is made of atoms.	Is S0 true or false?	1
S0: liquid changes into solid by decrease in temperature. So, when the solubility of gases in liquids changes with increasing temperature, it decreases.	Is S0 true or false?	1
S0: One booklet, for example, was about the dangers of water contamination. So, one example of matter is water.	Is S0 true or false?	1
S0: Since hydrogen sulfide is a gas at room temperature, ingestion is unlikely to occur. So, hydrogen is in gas form at room temperature.	Is S0 true or false?	1
S0: In both ferns and seed plants, the sporophyte is the visibly dominant generation. So, the sporophyte stage is the dominant stage of the lifecycle of a fern.	Is S0 true or false?	0
S0: A plane mirror will always produce a virtual image. So, a plane mirror has a flat reflective surface and forms only virtual images.	Is S0 true or false?	0
S0: Mercury The planet closest to the Sun . So, mercury is closest to the sun.	Is S0 true or false?	0
S0: The distance between two successive wave crests and troughs is called the wavelength , L . So, wavelength is the distance between two corresponding points of adjacent waves called.	Is S0 true or false?	0
S0: Protozoa are unicellular eukaryotes. So, unicellular eukaryotes are protists normally.	Is S0 true or false?	0
S0: People cause pollution, people can stop it. So, people stopped adding lead to gasoline because of environmental pollution.	Is S0 true or false?	1
S0: Circadian, cicatidal, and circannual rhythms em pha sized. So, circannual behavioral rhythms are linked to the yearly cycle of seasons.	Is S0 true or false?	1
S0: opens the eye pupils 61. So, the opening in the front of the eye is called pupil.	Is S0 true or false?	1
S0: Draw the field lines and also the equipotentials. So, since the electric field lines point radially away from the charge, they are perpendicular to equipotential lines.	Is S0 true or false?	1
S0: Many viruses cause disease in people. So, lifestyle diseases are diseases that are caused by choices that people make in their daily lives.	Is S0 true or false?	1
S0: Matter exists as either a liquid, solid, gas, or plasma. So, plasma completes the list: solid, liquid, gas.	Is S0 true or false?	0
S0: The digestive system starts with the mouth, where food and water enter our body. So, the mouth is the first digestive organ that food enters.	Is S0 true or false?	0
S0: Things of interest to students, teachers,and science hobbyists. So, if an accident happens during a science experiment, the first thing a student should do is report to the teacher.	Is S0 true or false?	1
S0: Breakwater A structure protecting a shore area, harbor, anchorage, or basin from waves. So, structures that protect the coast like barrier islands are called breakwaters.	Is S0 true or false?	0
S0: Most skin structures originate in the dermis. So, the dermis contains most of the structures found in skin.	Is S0 true or false?	0
S0: Water can exist in 3 states, solid (ice), liquid, and gas (water vapor). So, ice is the common term for water in its solid state.	Is S0 true or false?	0
S0: Blizzard Winter severe weather condition characterized by strong wind, blowing snow, and cold temperatures. So, a blizzard usually includes heavy precipitation, strong winds, and surface air temperatures below 0°c.	Is S0 true or false?	0
S0: An element is a basic substance consisting of atoms which are chemically alike. So, element is the basic chemical building block of matter; it is the simplest chemical substance.	Is S0 true or false?	1
S0: Reptile Reproduction Most reptiles reproduce sexually and have internal fertilization. So, most reptiles reproduce sexually.	Is S0 true or false?	0
S0: The wind-pollinated flowers have no petals. So, flowers pollinated by wind generally lack brightly colored parts.	Is S0 true or false?	1
S0: Animal Behavior. So, we call any way that animals act, either alone or with other animals, animal behavior.	Is S0 true or false?	1
S0: Towanda, as well as the entire county, has a humid continental type of climate. So, one might find deciduous trees in a humid continental climate.	Is S0 true or false?	1
S0: Resistance training is generally considered an anaerobic exercise. So, when performing anaerobic exercise, your muscles work against resistance.	Is S0 true or false?	0
S0: Functions of Red Blood Cells So, red blood cells are the most numerous blood cells.	Is S0 true or false?	1
S0: Lava flows produced by eruptions under water are called pillow lavas . So, lava that enters the water is called pillow lava.	Is S0 true or false?	0
S0: DIPLOID Chromosome number in somatic cell is 46. So, there are 46 chromosomes chromosomes in a diploid human cell.	Is S0 true or false?	0
S0: Invasive Exotic Species. So, exotic species are also called invasive species because they threaten other species.	Is S0 true or false?	1
S0: In luminescence, only a small fraction of atoms, called emission centers or luminescence centers, emit light. So, producing light without a high temperature is called luminescence.	Is S0 true or false?	1
S0: Animal cells lack the rigid cell walls that characterize plant cells. So, a cell wall is not present in animal cells.	Is S0 true or false?	0
S0: All of the earth's energy is transferred from the Sun by radiation. So, heat energy from the sun is transferred to earth primarily by radiation.	Is S0 true or false?	0
S0: Fission occurs when the animal's body divides into two individuals equal in size. So, fission takes place when an animal simply divides into two parts.	Is S0 true or false?	0
S0: Titin is another polymeric muscle protein, responsible for the passive elasticity in muscle. So, the largest known proteins are titins.	Is S0 true or false?	1
S0: Carbon is composed of six protons, six neutrons and six electrons. So, carbon atoms have six protons and electrons each.	Is S0 true or false?	0
S0: Ladybugs reproduce sexually. So, reptiles typically reproduce sexually.	Is S0 true or false?	1
S0: Lights can be attached to Celestial Objects like the sun and moon, cast shadows and affect the sky and atmosphere. So, looking directly at the sun can cause blindness.	Is S0 true or false?	1
S0: Alpha particle, beta particle, and gamma ray radioactive emissions are industrially useful. So, of the three basic types of radioactive emissions, the gamma particle is the most penetrating.	Is S0 true or false?	1
S0: Interstellar medium is gas and dust that occupies interstellar space. So, interstellar medium consists of thinly spread gas and dust.	Is S0 true or false?	0
S0: One World to supply clean drinking water systems in Africa. So, at least 20 percent of the world’s people do not have a ready supply of clean drinking water.	Is S0 true or false?	1
S0: the structural and biophysical analysis of membrane channels and ion transporters; So, ion channels facilitate(s) the diffusion of ions across a membrane.	Is S0 true or false?	1
S0: The human backbone has 24 vertebrae. So, vertebrata are characterized by the presence of backbone.	Is S0 true or false?	1
S0: A disaccharide is formed from two monosaccharides. So, you call the carbohydrate formed when two monosaccharides bond together disaccharide.	Is S0 true or false?	0
S0: Elsewhere, they are seasonal, with bloom cycles typically four to six weeks. So, there are four to six weeks are in the life cycle of ladybugs.	Is S0 true or false?	1
S0: In our solar system the Sun is the hub for each of the orbiting bodies of planets. So, the largest body in our solar system is the sun.	Is S0 true or false?	1
S0: Cells, Chromosomes and Genes There are more than 100 trillion cells in the human body. So, a single human body cell typically contains thousands of genes.	Is S0 true or false?	1
S0: At 8,611m K2, the second highest mountain in the world, is difficult by any route. So, k2 is the second highest mountain in the world, at over 28,000 feet.	Is S0 true or false?	0
S0: Electrons, proton, neutron, meson, boson, gluon, quark. So, the two main fundamental particles that make up neutrons are quarks and gluons.	Is S0 true or false?	1
S0: Autotroph can be phototroph s or lithotroph s (chemoautotrophs). So, photoautotrophs and chemoautotrophs are two basic types of autotrophs.	Is S0 true or false?	0
S0: understand the basic mechanisms of passive transport through the cell membrane; So, passive transport occurs when substances cross the plasma membrane without any input of energy from the cell.	Is S0 true or false?	1
S0: On the other hand if two opposing charges come into contact with one another they will be attracted to one another. So, opposite charges attract one another.	Is S0 true or false?	0
S0: Chemistry is a branch of physical science that studies the composition, structure, properties and change of matter. So, chemistry is defined as the study of matter.	Is S0 true or false?	0
S0: A gas has neither a definite volume nor a definite shape. So, gas has no definite volume and no definite shape.	Is S0 true or false?	0
S0: 97% of the earth's water is salt water (oceans and seas). So, most of earth's water is located in oceans	Is S0 true or false?	0
S0: The worm SOUND becomes unbearably loud. So, amplified, it becomes louder happens do the sound during a resonance.	Is S0 true or false?	1
S0: m in size and composed of simple cell and spicule associations. So, the sharp projections that specialized cells grow are called spicules.	Is S0 true or false?	1
S0: The brain stem monitors the level of carbon dioxide in the blood. So, the brain stem monitor(s) the level of carbon dioxide in the blood.	Is S0 true or false?	0
S0: When the glaciers melted, they left behind deposits composed of a complex mixture of coarse and fine grained unconsolidated sediments. So, glaciers deposit their sediment when they melt.	Is S0 true or false?	0
S0: 50 types cause disease in humans. So, protist diseases in humans are caused by protozoa.	Is S0 true or false?	1
S0: Flowering Plants Angiosperms, or flowering seed plants, form seeds in ovaries. So, angiosperms is the term for flowering seed plants.	Is S0 true or false?	0
S0: All chemical reactions occur between electrons in the outer energy level of atoms. So, electrons in the outer energy level of an atom are called valence electrons.	Is S0 true or false?	1
S0: Water boils into steam at 212 degrees Fahrenheit or 100 degrees Celsius. So, in celsius, the boiling point of water is one hundred degrees.	Is S0 true or false?	0
S0: Thus gas does not have a definite shape and volume. So, the gas form of matter has neither a definite shape nor a definite volume.	Is S0 true or false?	0
S0: Showers and thunderstorms caused some streams to exceed their banks. So, a stream flooding is most likely caused by a thunderstorm.	Is S0 true or false?	0
S0: Invasive and exotic species 3. So, exotic species are also called invasive species because they threaten other species.	Is S0 true or false?	1
S0: Review the structure of a cell (plasma) membrane. So, a plasma membrane encloses the border of animal cells.	Is S0 true or false?	1
S0: cell adhesion and morphogenesis of epithelia. So, cells acquire different identities in an ordered spatial arrangement during morphogenesis.	Is S0 true or false?	1
S0: A recently described cause of diarrhea among certain travellers is a new protozoan pathogen. So, trichomoniasis is cause by a protozoa.	Is S0 true or false?	1
S0: Millibar- A metric unit of air pressure measurement. So, millibar is the unit used to measure air pressure.	Is S0 true or false?	0
S0: venison served with dried fruits and pumpkin and beetroot purees; So, a pumpkin is a fruit.	Is S0 true or false?	1
S0: Metabolism is the totality of an organism's chemical processes which consist of catabolic and anabolic pathways. So, metabolism includes both anabolic and catabolic reactions.	Is S0 true or false?	0
S0: This creates a bulge called a groin hernia. So, a wall of rocks or concrete a called a groin.	Is S0 true or false?	1
S0: Shape and contour of land. So, contour lines show the three-dimensional shape of land.	Is S0 true or false?	1
S0: Carnivores that eat herbivores occupy the third trophic level and are called secondary consumers. So, secondary consumers (which eat primary consumers) are considered to be trophic level 3.	Is S0 true or false?	0
S0: Science is then based on direct observation and experimentation. So, science is a process of knowing about the natural universe through observation and experimentation.	Is S0 true or false?	0
S0: Some have a characteristic odor, such as garlic. So, strong odor helps some animals defend themselves against predators.	Is S0 true or false?	1
S0: Herbivores feed only on plants, carnivores on other animals and omnivores on both plants and animals. So, you call an animal that feeds on other animals a(n) carnivore.	Is S0 true or false?	0
S0: Viruses, a type of germ, cause both colds and flu. So, the common cold and flu are examples of human diseases caused by viruses.	Is S0 true or false?	0
S0: Carbonate minerals are often found in areas where ancient seas once covered the land. So, carbonate minerals are often found where seas once covered the land.	Is S0 true or false?	0
S0: These two functions of the moonlighting protein are found in a single polypeptide chain. So, insulin is made up of two polypeptide chains.	Is S0 true or false?	1
S0: a Superconductor A material with zero resistance to the flow of electric current. So, superconductors are materials with a resistivity of zero.	Is S0 true or false?	0
S0: The sulfur trioxide is absorbed into the water droplets, producing a deadly aerosol of sulfuric acid. So, sulfur can combine with oxygen to produce sulfur trioxide.	Is S0 true or false?	1
S0: A neutron star forms when a massive star's iron core collapses and triggers a supernova explosion. So, the core of a star collapses during a supernova, forming a neutron star.	Is S0 true or false?	0
S0: Gradualism, catastrophism and punctuated equilibrium. So, darwin believed in gradualism.	Is S0 true or false?	1
S0: animal behavior by reflexes. So, reflex behaviors are the only innate behaviors in humans.	Is S0 true or false?	1
S0: Whenever a wave changes speed in passing from one medium to another, part of that wave is reflected. So, when light passes from one medium to another, it changes speed.	Is S0 true or false?	0
S0: The lack of calcium for bones can lead to osteoporosis, which is not a for-women-only disease. So, too little calcium can cause the disease osteoporosis.	Is S0 true or false?	0
S0: Ketones may be formed by the oxidation of secondary alcohols. So, secondary alcohol forms a ketone when oxidized.	Is S0 true or false?	0
S0: Antinuclear antibodies, complement, autoantibodies Autoimmune diseases, especially systemic lupus erythematosus. So, autoantibody is the term for an antibody that inappropriately marks self-components as foreign.	Is S0 true or false?	1
S0: microclimate The climate of a specific place within an area, contrasted with the climate of the area as whole. So, the climate of a small area is called a(n) microclimate.	Is S0 true or false?	0
S0: Nucleoplasm -- like cytoplasm but in nucleus, contains chromatin, nucleolus. So, the nucleus stores chromatin in the nucleoplasm.	Is S0 true or false?	0
S0: Evolutionists tell us that reptiles evolved into birds. So, birds evolved from reptile ancestors.	Is S0 true or false?	0
S0: Nucleic acids are polymers consisting of nucleotides that are linked by phosphodiester bonds (polynucleotides). So, individual nucleotides can be linked together through their phosphate groups to form nucleic acid polymers.	Is S0 true or false?	0
S0: EGON I collect spores, molds and fungus. So, fungus-like protists such as slime molds reproduce with spores.	Is S0 true or false?	1
S0: Solids have definite volume and shape, but liquids only have a definite volume. So, liquid has a definite volume, but not a definite shape.	Is S0 true or false?	0
S0: A concave or minus lens is used to correct myopia (nearsightedness), and a convex, or plus lens is used to correct hyperopia (farsightedness). So, concave lenses can correct myopia.	Is S0 true or false?	0
S0: product a substance produced by a chemical reaction. So, substances produced by a reaction are known as products.	Is S0 true or false?	0
S0: Our initial functional studies on Drosophila Titin indicate a role for this protein in both muscle biogenesis and chromosome structure. So, the largest known proteins are titins.	Is S0 true or false?	1
S0: Both elastic and charge exchange collisions must be considered. So, when gas particles collide, these collisions are considered elastic.	Is S0 true or false?	1
S0: It takes only 88 earth days to complete an orbit around the Sun. So, it takes about one year for earth to orbit the sun.	Is S0 true or false?	1
S0: Abstract Number A85125098 Subject Headings Beryllium Bonds (chemical) Wave functions Non-Thesaurus Subject Headings crystal atomic structure of elements. So, the low atomic number of beryllium allows it to absorb x-rays.	Is S0 true or false?	1
S0: Field theory relates forces in electricity, magnetism and gravity. So, gravity and magnetism are both common forces.	Is S0 true or false?	1
S0: Iron is essential for the formation of the hemoglobin within these cells. So, iron ions are critical for the formation of hemoglobin.	Is S0 true or false?	0
S0: One constitutional trait dynamic trait is called erg . So, inherited traits are features that are passed from one generation to the next.	Is S0 true or false?	1
S0: 1992 Direct Use of the Sun's Energy. So, over 90% of the energy we use comes originally from the sun.	Is S0 true or false?	1
S0: Any molecule with a carbon atom in it is organic. So, the element carbon is present in all organic molecules.	Is S0 true or false?	0
S0: Clean pipettes, micropipettes, pipette tips or Pasteur pipettes can be placed in a glass disposal box for disposal. So, micropipettes are suitable for measuring very small amounts of liquids.	Is S0 true or false?	1
S0: Solar energy is obtained from sunlight. So, the energy in sunlight is also known as solar energy.	Is S0 true or false?	0
S0: Light reactions take place on the actual thylakoid membrane. So, the light reactions take place in the thylakoid.	Is S0 true or false?	0
S0: No change in leukocyte migration in control animals. So, a change of season and less food usually cause certain animals to migrate.	Is S0 true or false?	1
S0: Convergent Boundaries Regions where plates come together. So, a convergent plate boundary is created when two plates come toward each other.	Is S0 true or false?	0
S0: D) Water is formed from 2 hydrogen atoms and 1 oxygen atom. So, 2 hydrogen, 1 oxygen atoms combine to make up a molecule of water.	Is S0 true or false?	0
S0: Identify major physical changes that occur in middle adulthood including menopause and male changes in middle adulthood. So, menopause occurs in in middle adulthood.	Is S0 true or false?	0
S0: Motion is the change of position of an object. So, motion can be defined simply as a change in position.	Is S0 true or false?	0
S0: An orbital is the region of space where an electron is likely to be found. So, the orbital is the area where an electron is most likely to be found.	Is S0 true or false?	0
S0: Simply defined, kinetic energy is the energy of motion . So, motion can be defined simply as a change in position.	Is S0 true or false?	1
S0: Helium is an inert gas and does not easily combine with other elements. So, reactive elements are able to combine more easily with other elements.	Is S0 true or false?	1
S0: The surface temperature of Venus is 800 F compared to the Earth's mean of 50 F. So, venus has a warmer average surface temperature than earth.	Is S0 true or false?	0
S0: We are also studying organelles known as mitochondria, which are the power plants of mammalian cells. So, the mitochondria organelles are known as the "power plants" of the cell.	Is S0 true or false?	0
S0: Similarly, a water solution of maltose was extracted with the non-aqueous solvent. So, aqueous solution is used to describe a solution in which water is the solvent.	Is S0 true or false?	1
S0: Increasingly, evidence suggests babies can inherit a bashful nature just as surely as long legs or vivid blue eyes. So, a human offspring inherit blue eyes.	Is S0 true or false?	0
S0: To pay for his drink, he crushes carbon from a pencil into diamonds. So, although they differ vastly in hardness, pencil lead and diamonds both contain carbon.	Is S0 true or false?	1
S0: Somatic cells having two of each chromosome are said to be diploid . So, a diploid cell is a cell with two chromosomes.	Is S0 true or false?	0
S0: nonvascular plant; mosses, liverworts, and hornworts So, moss is best classified as a nonvascular plant.	Is S0 true or false?	0
S0: Hail is solid balls of water and dust falling from the sky. So, hail during a storm describes water in a solid state.	Is S0 true or false?	0
S0: The earth, uniform gravitational fields, gravitational redshift, and time dilation. So, strong gravitational fields are capable of altering the rate of time passing.	Is S0 true or false?	1
S0: Trichomoniasis is caused by a single-celled organism, a protozoan, that is much larger than a bacteria. So, trichomoniasis is cause by a protozoa.	Is S0 true or false?	0
S0: Snakes are eaten by larger snakes, hawks, and carnivorous mammals. So, snakes are carnivorous animals.	Is S0 true or false?	1
S0: Reptiles generally reproduce sexually, though some are capable of asexual reproduction . So, reptiles typically reproduce sexually.	Is S0 true or false?	0
S0: We both smelled a strong wild animal odor. So, strong odor helps some animals defend themselves against predators.	Is S0 true or false?	1
S0: Solubility, acid-base equilibria, the pH scale, buffers. So, acids are associated with a low number on the ph scale.	Is S0 true or false?	1
S0: In humans, for example, eye colour is an inherited characteristic and an individual might inherit the "brown-eye trait" from one of their parents. So, a human offspring inherit blue eyes.	Is S0 true or false?	0
S0: Fish Reproduction and Development Nearly all fish reproduce sexually, and most species have separate sexes. So, the vast majority of fish reproduce sexually.	Is S0 true or false?	0
S0: The cardiovascular system is responsible for transporting nutrients and removing gaseous waste from the body. So, the cardiovascular system transports many substances to and from cells throughout the body.	Is S0 true or false?	0
S0: Back to the Index Saturn Saturn's atmosphere is almost entirely hydrogen and helium. So, saturn is made mostly of helium and hydrogen.	Is S0 true or false?	0
S0: The reservoir failed to hold water. So, a reservoir is part of a cycle that holds an element or water for a long period of time.	Is S0 true or false?	1
S0: The veld is adapted to extreme drought and can survive with little rain. So, droughts occurs when there is little to no rain in a period of time.	Is S0 true or false?	1
S0: Once through the atrium, visitors take a winding boardwalk past other primates including a second gorilla group, orangutans, mandrills, and white-cheeked gibbons. So, a(n) orangutan generally lives alone.	Is S0 true or false?	1
S0: ECTOTHERMIC Ectotherms are animals whose internal temperature changes with the environment. So, ectothermic is the term for animals that cannot raise their body temperature on their own.	Is S0 true or false?	0
S0: The speed of sound depends upon the type of medium and its state. So, the speed of sound depends on medium.	Is S0 true or false?	0
S0: sexual (most are hermaphroditic ) by external or internal fertilization, gametes are released into the water current. So, amphibians sexually reproduce through external or internal fertilization.	Is S0 true or false?	1
S0: At the end of this process, accomplishments are measured and the cycle repeats itself. So, the water cycle ends with it repeats itself.	Is S0 true or false?	1
S0: Hydrogen is the simplest atom, with only one electron. So, there are one electrons in the hydrogen atom.	Is S0 true or false?	0
S0: Boryslaw had many small streams, the tributaries of the Tys'mienica. So, tributaries is the term for small streams.	Is S0 true or false?	0
S0: In the Hydrogen atom the electrons jump from one electron to the other. So, there are one electrons in the hydrogen atom.	Is S0 true or false?	1
S0: I was advised to only use rain water or distilled water, for example. So, rain is an example of liquid water.	Is S0 true or false?	1
S0: When humans breed animals for a specific trait we call this artificial selection. So, humans create different breeds of organisms using artificial selection.	Is S0 true or false?	0
S0: To get it requires extra blood and lymph vessels. So, lymph vessels are like blood vessels, except they move lymph instead of blood.	Is S0 true or false?	1
S0: Recommendations are a main component of the Consensus State Water Plan. So, water is the main component of milk.	Is S0 true or false?	1
S0: Human cells have 23 pairs of chromosomes. So, humans have 23 pairs pairs of chromosomes.	Is S0 true or false?	0
S0: The four-stage life cycle of many insects So, cells have four cycles.	Is S0 true or false?	1
S0: The Energy Of The Future Solar Energy -- So, the energy in sunlight is also known as solar energy.	Is S0 true or false?	1
S0: Carbon is the basis of all known life, forming thousands of organic compounds essential to life processes. So, compounds containing the element carbon are the basis of all known life.	Is S0 true or false?	0
S0: The amount of work is force times the distance the force is exerted. So, force times distance is the equation for work.	Is S0 true or false?	0
S0: The first layer of skin is called the Epidermis, which lays on the Dermis. So, the skin is made of two layers: epidermis and dermis.	Is S0 true or false?	0
S0: The diencephalon part of the brain controls the emotions and body functions. So, not surprisingly, controlling flight is the function of the most developed part of a bird's brain.	Is S0 true or false?	1
S0: Prokaryotes are single-celled organisms that lack a membrane-bound nucleus and usually lack membrane-bound organelles (mitochondria, chloroplasts). So, prokaryotes are single-celled or colonial organisms that do not have membranebound nuclei.	Is S0 true or false?	0
S0: Cactus spines are structural adaptations that provide shade and protection from herbivores. So, the spines of a cactus help it survive because spines protect the cactus from animals.	Is S0 true or false?	0
S0: At most, your sterilizer can kill some water born pathogens, but total sterilization is not possible or desirable. So, water can be boiled to kill giardia and most other pathogens.	Is S0 true or false?	1
S0: energy can be converted but not destroyed. So, energy it can not be destroyed.	Is S0 true or false?	0
S0: This is a picture of geysers and hot springs. So, when magma heats groundwater, it may come to the surface as a hot spring or a geyser.	Is S0 true or false?	1
S0: Slow evolution, very typical Sancerre ... So, human evolution shows that evolutionary changes typically occur at a slow pace.	Is S0 true or false?	1
S0: Veins also have valves to prevent the backflow of blood. So, heart valves prevent the backflow of blood from happening in the heart.	Is S0 true or false?	1
S0: Profiles for a single polypeptide chain or difference profiles for two aligned polypeptide chains may be examined. So, insulin is made up of two polypeptide chains.	Is S0 true or false?	1
S0: Tide Cyclical rise and fall of the surface of the oceans . So, tides is the term for when the water of the ocean slowly rises and falls.	Is S0 true or false?	0
S0: Animals that eat other animals, such as mountain lions and wasps, are called carnivores. So, you call an animal that feeds on other animals a(n) carnivore.	Is S0 true or false?	0
S0: no liquid nitrogen necessary &amp; detector ready to use in &lt;20 seconds; So, liquid nitrogen is used for cooling detectors of infrared telescopes.	Is S0 true or false?	1
S0: Chemistry is all about studying matter. So, chemistry is defined as the study of matter.	Is S0 true or false?	0
S0: The fertilized egg is called a zygote . So, the fertilized egg that sexually reproducing organisms begin life as is known as a(n) zygote.	Is S0 true or false?	0
S0: When the positively-charged electroscope is touched, its charge becomes grounded (or neutralized). So, grounding is when you touch a charged object to the earth.	Is S0 true or false?	1
S0: The brain elects to see only with the stronger eye. So, brain and eyes are the organs work together to allow us to see.	Is S0 true or false?	1
S0: Increasing the initial temperature causes a decrease in the calculated mean particle size, while an increase in pressure produces larger particles. So, when gas particles heat up, pressure increase.	Is S0 true or false?	1
S0: Frequency and period are reciprocals of each other. So, the frequency of a wave is the reciprocal of the period of the wave.	Is S0 true or false?	0
S0: Waterfowl, large and small mammals, birds. So, placental mammals give birth to relatively large fetuses.	Is S0 true or false?	1
S0: Skeletal, Muscular, and Integumentary Systems 2. So, together, the muscular and skeletal organs are known as the musculoskeletal system.	Is S0 true or false?	1
S0: Seed started indoors develops suitable transplants in 8 to 10 weeks. So, by 8 weeks, all major organs start developing.	Is S0 true or false?	1
S0: Lemmings are herbivorous heterotrophs and eat plants that grow in the tundra in northern Alaska. So, herbivores are heterotrophs that eat only or mainly plants.	Is S0 true or false?	1
S0: Enzymes are proteins that act as organic catalysts to speed chemical reactions within cells. So, in a biological reaction, proteins act as catalysts.	Is S0 true or false?	0
S0: After the supernova event, the core may remain as a neutron star. So, the core of a star collapses during a supernova, forming a neutron star.	Is S0 true or false?	0
S0: When fission occurs, neutrons, which are particles in the nucleus of the atom, are released. So, a neutron collides with an atom of u-235 during the basic nuclear fission process.	Is S0 true or false?	1
S0: excess can cause eutrophication; So, an excess of fertilizers and other nutrients causes eutrophication to occur.	Is S0 true or false?	1
S0: Eyes open widely, pupils dilate, and head and eyes turn to the opposite side. So, the pupil is the opening in the front of the eye.	Is S0 true or false?	1
S0: This is a type of autotroph. So, photoautotrophs and chemoautotrophs are two basic types of autotrophs.	Is S0 true or false?	1
S0: A molecule of sucrose (a disaccharide, commonly called table sugar) contains 12 carbon atoms, 22 hydrogen atoms, and 11 oxygen atoms. So, double sugars are called disaccharides.	Is S0 true or false?	1
S0: and energy-efficient light bulbs. So, a light bulb converts electrical energy to light and thermal energy.	Is S0 true or false?	1
S0: The seeds are primarily dispersed by the wind. So, seeds of a pine cone are easily carried by the wind and dispersed because seeds have wings.	Is S0 true or false?	1
S0: Other metals are highly reactive and combine easily with other elements, such as oxygen. So, reactive elements are able to combine more easily with other elements.	Is S0 true or false?	0
S0: Name the structure formed by these two cells. So, two membranes form the mitochondrion structure of a cell.	Is S0 true or false?	1
S0: Mars is the fourth planet from the Sun, located in between Earth and Jupiter. So, mars is the fourth planet from the sun.	Is S0 true or false?	0
S0: Jupiter's composition (mostly hydrogen and helium) makes it seem like a small star. So, saturn is made mostly of helium and hydrogen.	Is S0 true or false?	1
S0: See ozone precursors , stratosphere , atmosphere . So, the stratosphere is the heat source.	Is S0 true or false?	1
S0: Leukocytes (white blood cells; So, leukocytes blood cells are white.	Is S0 true or false?	0
S0: a cell that does have a nucleus 7. So, the cells of all protists have a nucleus.	Is S0 true or false?	1
S0: Trichomoniasis is caused by protozoan infection with Tritrichomonas foetus. So, trichomoniasis is cause by a protozoa.	Is S0 true or false?	0
S0: Fish almost always reproduce sexually. So, most fish reproduce with one another sexually.	Is S0 true or false?	0
S0: First, it was discovered that the Sun was the center of gravity of the Solar system; So, the sun is the center of our solar system.	Is S0 true or false?	0
S0: Consumers Consumers are organisms that depend on other organisms for food. So, organisms that depend on other organisms for food play the role of a consumer in the food chain.	Is S0 true or false?	0
S0: The boiling point of pure water 212 degrees Fahrenheit (100 degrees Celsius) at sea level. So, in celsius, the boiling point of water is one hundred degrees.	Is S0 true or false?	0
S0: They are found on every continent except Europe and Antarctica . So, bees are naturalized on every continent except antarctica.	Is S0 true or false?	1
S0: It is a triangle shape with sea from one side. So, the eight sides of an octahedra are in the shape of a triangles.	Is S0 true or false?	1
S0: Inoculative freezing and the problem of winter survival for freshwater macroinvertebrates. So, most of the earth's freshwater is in the form of frozen.	Is S0 true or false?	1
S0: Cations are one form of regulation in the production of PAF. So, cations are formed by the loss of one or two electrons from an element.	Is S0 true or false?	1
S0: Stress Stress is generally, a force applied over an area of a solid. So, the force applied to an object is called stress.	Is S0 true or false?	0
S0: Your cardiovascular system transports important substances such as oxygen and nutrients between tissues and organs. So, the cardiovascular system transports many substances to and from cells throughout the body.	Is S0 true or false?	0
S0: Mercury is a planet within the sun. So, mercury is always closer to the sun than it is to earth.	Is S0 true or false?	1
S0: Introduction Scientists typically get the same answers, such as all chemists saying that carbon atoms have six protons; So, all carbon atoms have six protons.	Is S0 true or false?	0
S0: In conditions where no free oxygen is present, anaerobic respiration takes place. So, anaerobic respiration occurs if oxygen cannot be obtained at a sufficient rate.	Is S0 true or false?	0
S0: Hydrogen is the most abundant element in the sun as it is in your body. So, the sun mostly made up of the element hydrogen.	Is S0 true or false?	0
S0: One gram of protein is equal to four calories, and 1 g of carbohydrates is equal to 4 calories. So, one gram of carbohydrates provides four calories of energy.	Is S0 true or false?	0
S0: The Benthos is the seafloor and the organisms that live there. So, living things on the ocean floor are known as benthos.	Is S0 true or false?	0
S0: 555 www.ckl2.org Amphibians reproduce sexually with either external or internal fertilization. So, amphibians sexually reproduce through external or internal fertilization.	Is S0 true or false?	0
